CardID,Responded
C0103764855,F
C0103764926,F
C0103764972,F
C0103764994,F
C0103765728,F
C0103766054,F
C0103766176,F
C0103766573,F
C0103767361,F
C0103767869,F
C0103768236,F
C0103768314,F
C0103768940,F
C0103768942,F
C0103769003,F
C0103769030,F
C0103769072,F
C0103769129,F
C0103769447,F
C0103769528,F
C0103769896,F
C0103769988,F
C0103770261,F
C0103770702,F
C0103771555,F
C0103772496,F
C0103772675,F
C0103772736,F
C0103772779,F
C0103773111,T
C0103773181,T
C0103773315,F
C0103773623,F
C0103773779,F
C0103774329,F
C0103774689,T
C0103775255,F
C0103775396,F
C0103775480,F
C0103775710,F
C0103775964,F
C0103776662,T
C0103777029,F
C0103777504,F
C0103778004,F
C0103778061,F
C0103778107,F
C0103778149,F
C0103778311,F
C0103778463,T
C0103778536,F
C0103778596,F
C0103778706,T
C0103779065,F
C0103779249,F
C0103779371,F
C0103779401,F
C0103779489,F
C0103779574,F
C0103779620,F
C0103779739,F
C0103780031,F
C0103780208,T
C0103780370,F
C0103780435,F
C0103781152,F
C0103781889,F
C0103782173,F
C0103782277,F
C0103782537,F
C0103782680,F
C0103783029,F
C0103783077,F
C0103783117,F
C0103783244,F
C0103783270,F
C0103783374,F
C0103783483,F
C0103784170,F
C0103784225,F
C0103784455,F
C0103784456,F
C0103784585,T
C0103784857,F
C0103784934,F
C0103785025,F
C0103785035,F
C0103785439,F
C0103785497,F
C0103785994,F
C0103786012,F
C0103786023,F
C0103786323,F
C0103786543,F
C0103786870,F
C0103787727,F
C0103788075,F
C0103788266,F
C0103788969,F
C0103789165,F
C0103789244,F
C0103789422,F
C0103789504,F
C0103789669,F
C0103789715,F
C0103790179,F
C0103790182,F
C0103790273,F
C0103790473,F
C0103790683,F
C0103790880,F
C0103791265,F
C0103791351,F
C0103791914,F
C0103792039,F
C0103792168,F
C0103792243,F
C0103792314,F
C0103792567,F
C0103793155,F
C0103793229,F
C0103793335,F
C0103793675,F
C0103793724,F
C0103793727,F
C0103794034,F
C0103794096,F
C0103794184,F
C0103794219,F
C0103794418,F
C0103794431,T
C0103794592,F
C0103794798,F
C0103795400,F
C0103795525,F
C0103795712,F
C0103795905,T
C0103796019,F
C0103796190,F
C0103796267,F
C0103796844,F
C0103797127,F
C0103797763,F
C0103797802,F
C0103797933,F
C0103798072,F
C0103798079,F
C0103798404,F
C0103798587,F
C0103798630,F
C0103798814,F
C0103798876,F
C0103799043,F
C0103799081,F
C0103799204,F
C0103800694,F
C0103801025,T
C0103801586,F
C0103801668,T
C0103801757,F
C0103801887,F
C0103802029,F
C0103802153,F
C0103802233,F
C0103802333,F
C0103802649,T
C0103803010,F
C0103803067,F
C0103803303,F
C0103803328,T
C0103803565,F
C0103803638,T
C0103804061,F
C0103804318,F
C0103804437,F
C0103805598,F
C0103805612,F
C0103806259,F
C0103806552,F
C0103807134,F
C0103807442,F
C0103807500,F
C0103807795,F
C0103807897,F
C0103807985,F
C0103807987,F
C0103808023,F
C0103808419,F
C0103808502,F
C0103808638,F
C0103808704,F
C0103809109,F
C0103810080,T
C0103810449,F
C0103810485,T
C0103810601,F
C0103810837,F
C0103810910,F
C0103810971,F
C0103811171,F
C0103811421,F
C0103811537,F
C0103811856,F
C0103811901,F
C0103812356,T
C0103812501,F
C0103812539,F
C0103812630,F
C0103812716,F
C0103812821,F
C0103812894,F
C0103813031,T
C0103813093,F
C0103813272,F
C0103813805,F
C0103813936,F
C0103814005,F
C0103814073,F
C0103814237,F
C0103814596,F
C0103814617,F
C0103814921,F
C0103815149,F
C0103815173,F
C0103815418,F
C0103815553,F
C0103815572,F
C0103815847,F
C0103815965,F
C0103816119,F
C0103816367,F
C0103816801,F
C0103816860,F
C0103817057,F
C0103817430,F
C0103817557,F
C0103818033,F
C0103818039,F
C0103818255,F
C0103818476,F
C0103818567,F
C0103818616,F
C0103819117,F
C0103819239,F
C0103819611,F
C0103819774,F
C0103819841,F
C0103820255,F
C0103821030,F
C0103821183,F
C0103821475,F
C0103821525,F
C0103821820,F
C0103822257,F
C0103822298,F
C0103822364,F
C0103822398,F
C0103822450,F
C0103822478,F
C0103822625,F
C0103822712,F
C0103822779,F
C0103822918,F
C0103823487,F
C0103823754,F
C0103823937,F
C0103824079,F
C0103824228,F
C0103824294,F
C0103824421,F
C0103824487,F
C0103824680,F
C0103824693,F
C0103824907,F
C0103824960,F
C0103825097,F
C0103825181,F
C0103825434,F
C0103826105,F
C0103826171,F
C0103826279,F
C0103826414,F
C0103826603,F
C0103826719,F
C0103827576,T
C0103828300,F
C0103828381,F
C0103828707,F
C0103828897,F
C0103828926,F
C0103829113,F
C0103829888,T
C0103829972,T
C0103830257,F
C0103830341,F
C0103830441,F
C0103830833,T
C0103831011,F
C0103832128,F
C0103832364,F
C0103832432,F
C0103832568,F
C0103832734,F
C0103832827,F
C0103832903,F
C0103833594,F
C0103833679,F
C0103833955,F
C0103834281,F
C0103834344,F
C0103834397,F
C0103834521,F
C0103834777,F
C0103834953,F
C0103835326,F
C0103835578,F
C0103835739,F
C0103835796,F
C0103836099,F
C0103836444,F
C0103836482,F
C0103836569,T
C0103836734,F
C0103836766,F
C0103836852,F
C0103837148,T
C0103837179,F
C0103837296,F
C0103837451,F
C0103837507,F
C0103837585,F
C0103837635,F
C0103837819,F
C0103838033,F
C0103838349,F
C0103838373,F
C0103838698,F
C0103839069,F
C0103839539,F
C0103839976,F
C0103840064,F
C0103840222,F
C0103840696,F
C0103840910,F
C0103841050,F
C0103841397,F
C0103841688,F
C0103841938,F
C0103842079,F
C0103842177,F
C0103842201,F
C0103842204,F
C0103842248,F
C0103842251,F
C0103842679,F
C0103842845,F
C0103842846,F
C0103843013,F
C0103843192,F
C0103843283,F
C0103843520,F
C0103843582,F
C0103843881,F
C0103843946,F
C0103844086,F
C0103844224,F
C0103844404,F
C0103844492,F
C0103844651,T
C0103844737,F
C0103844912,F
C0103844935,F
C0103844970,F
C0103845261,F
C0103845264,T
C0103846071,F
C0103846144,F
C0103846193,F
C0103846230,F
C0103847786,T
C0103847813,F
C0103847943,F
C0103848185,F
C0103848195,F
C0103848497,F
C0103848654,T
C0103848996,F
C0103849153,F
C0103849222,F
C0103849405,F
C0103849478,F
C0103849533,T
C0103849725,F
C0103849878,F
C0103849916,F
C0103850136,F
C0103850505,F
C0103850576,F
C0103850783,F
C0103852279,F
C0103852705,F
C0103852911,F
C0103852988,F
C0103853110,F
C0103853273,F
C0103853485,F
C0103853495,F
C0103853524,F
C0103853586,F
C0103853757,F
C0103853977,F
C0103854140,F
C0103854522,F
C0103854606,F
C0103855022,F
C0103855431,F
C0103855469,T
C0103855500,F
C0103855540,T
C0103855684,F
C0103856052,F
C0103856634,F
C0103856775,F
C0103856953,F
C0103857088,F
C0103857090,T
C0103857407,F
C0103857762,F
C0103858138,F
C0103858572,F
C0103858881,F
C0103858929,F
C0103858987,F
C0103859102,F
C0103859630,F
C0103859689,F
C0103859835,F
C0103859896,F
C0103860707,F
C0103861057,F
C0103861207,F
C0103861290,T
C0103861505,F
C0103861681,F
C0103861994,F
C0103862402,F
C0103862610,F
C0103862652,F
C0103862810,F
C0103863363,F
C0103863464,F
C0103863555,F
C0103863701,F
C0103864408,F
C0103864464,F
C0103864697,F
C0103864772,F
C0103864863,F
C0103864897,F
C0103865545,T
C0103865674,F
C0103865917,F
C0103866244,F
C0103866645,F
C0103866831,F
C0103867019,F
C0103867205,F
C0103867283,F
C0103867353,F
C0103867511,F
C0103867882,F
C0103867941,F
C0103868331,F
C0103868465,F
C0103868506,F
C0103868558,F
C0103868671,F
C0103868746,F
C0103869201,F
C0103869505,F
C0103869698,F
C0103869729,F
C0103869992,F
C0103870071,F
C0103870472,F
C0103870692,F
C0103870964,F
C0103870988,F
C0103871020,F
C0103871179,F
C0103871678,F
C0103872240,F
C0103872433,F
C0103872634,F
C0103873090,F
C0103873133,F
C0103873247,F
C0103873433,F
C0103873475,F
C0103873624,F
C0103873935,F
C0103874007,F
C0103874225,F
C0103874575,F
C0103874607,F
C0103874618,F
C0103875232,F
C0103875534,F
C0103876659,F
C0103876680,F
C0103876759,F
C0103876776,F
C0103876915,F
C0103877179,F
C0103877294,F
C0103877356,F
C0103878271,F
C0103878518,F
C0103878529,T
C0103878565,F
C0103878610,F
C0103878654,F
C0103879272,F
C0103879381,F
C0103879391,F
C0103879468,F
C0103879768,F
C0103880041,F
C0103880107,F
C0103880698,F
C0103880715,F
C0103880747,F
C0103881203,F
C0103881386,F
C0103881815,F
C0103882019,F
C0103882424,T
C0103882613,F
C0103882650,F
C0103882731,T
C0103882785,T
C0103883174,F
C0103883630,T
C0103883749,T
C0103883884,F
C0103883894,F
C0103883987,F
C0103884698,T
C0103884797,F
C0103884833,T
C0103884955,F
C0103885130,F
C0103885961,F
C0103886327,F
C0103886358,F
C0103886857,F
C0103887149,F
C0103887383,F
C0103887623,F
C0103887961,F
C0103888089,T
C0103888162,F
C0103888466,F
C0103888482,T
C0103888774,F
C0103888845,F
C0103888988,F
C0103889033,F
C0103889313,F
C0103889472,F
C0103889699,F
C0103889900,T
C0103889985,F
C0103890050,T
C0103890149,T
C0103890224,F
C0103890447,F
C0103890685,F
C0103890946,F
C0103891029,F
C0103891587,F
C0103891610,F
C0103891673,F
C0103892038,T
C0103892095,F
C0103892109,F
C0103892119,F
C0103892367,F
C0103892539,T
C0103892739,F
C0103892791,F
C0103892841,F
C0103893152,F
C0103893819,F
C0103894073,F
C0103894179,F
C0103894479,F
C0103894480,T
C0103894829,F
C0103894997,F
C0103895135,F
C0103895157,F
C0103895306,F
C0103895317,F
C0103895605,F
C0103895693,F
C0103895824,F
C0103896315,F
C0103896539,F
C0103896961,F
C0103897328,F
C0103897502,F
C0103897570,F
C0103898120,F
C0103898140,F
C0103898444,F
C0103898561,F
C0103898731,F
C0103898830,F
C0103898859,F
C0103898908,F
C0103899467,F
C0103899491,F
C0103899535,F
C0103899800,F
C0103899983,F
C0103900409,F
C0103900765,F
C0103900811,F
C0103900849,T
C0103901106,F
C0103901187,F
C0103901204,F
C0103901302,T
C0103901357,F
C0103901712,F
C0103901818,F
C0103901998,F
C0103902077,F
C0103902316,F
C0103902326,T
C0103902416,F
C0103903596,F
C0103903713,F
C0103904226,F
C0103904337,F
C0103904477,F
C0103904860,F
C0103905781,F
C0103905828,F
C0103906001,F
C0103906254,F
C0103906426,F
C0103906565,F
C0103906900,F
C0103906993,F
C0103907599,F
C0103907723,F
C0103907844,F
C0103907952,F
C0103908122,F
C0103908290,F
C0103909037,F
C0103909205,F
C0103909385,F
C0103909419,T
C0103909494,F
C0103909613,F
C0103909865,F
C0103909871,F
C0103909981,F
C0103910077,F
C0103910238,F
C0103910325,T
C0103911269,F
C0103911511,F
C0103911620,F
C0103911808,F
C0103912112,F
C0103912190,F
C0103912378,F
C0103912682,F
C0103912710,F
C0103912796,F
C0103912844,F
C0103913642,F
C0103913781,F
C0103914751,F
C0103915419,F
C0103915502,F
C0103915704,F
C0103916094,F
C0103916175,F
C0103916752,F
C0103916882,F
C0103917119,F
C0103917214,F
C0103917262,F
C0103917334,T
C0103917379,F
C0103917443,T
C0103917591,F
C0103918493,T
C0103918767,F
C0103918874,F
C0103918917,F
C0103918974,F
C0103919141,F
C0103919597,F
C0103920056,F
C0103920186,F
C0103920842,F
C0103920935,F
C0103921345,F
C0103922170,F
C0103922200,F
C0103922972,F
C0103923386,F
C0103923860,F
C0103923931,F
C0103924275,F
C0103924413,F
C0103925334,F
C0103925461,F
C0103925511,F
C0103925528,F
C0103925753,F
C0103926096,F
C0103926103,F
C0103926260,F
C0103926455,F
C0103926620,F
C0103926839,F
C0103927179,F
C0103927346,F
C0103927459,F
C0103927635,F
C0103927725,F
C0103928134,F
C0103928707,F
C0103928710,F
C0103928769,F
C0103928850,F
C0103929010,F
C0103929073,F
C0103929322,F
C0103929483,F
C0103929564,F
C0103929832,F
C0103930149,F
C0103930414,F
C0103930887,F
C0103931209,F
C0103931744,F
C0103931800,F
C0103932069,F
C0103932135,F
C0103932169,F
C0103932310,F
C0103932382,F
C0103932473,F
C0103932991,F
C0103932997,F
C0103933166,F
C0103933568,F
C0103933630,F
C0103933695,F
C0103933696,F
C0103934007,F
C0103934278,F
C0103934575,F
C0103934582,F
C0103934585,F
C0103934817,F
C0103934931,F
C0103935361,F
C0103935577,T
C0103935789,F
C0103935913,T
C0103936336,F
C0103936750,T
C0103937022,F
C0103937379,F
C0103937470,F
C0103937739,F
C0103938341,F
C0103938384,T
C0103938981,F
C0103939363,F
C0103939554,F
C0103939724,F
C0103939825,F
C0103939921,F
C0103940790,F
C0103941094,F
C0103941299,F
C0103941333,F
C0103941750,F
C0103942034,F
C0103943157,F
C0103943240,F
C0103943345,F
C0103943386,F
C0103943454,F
C0103943495,F
C0103943588,F
C0103943824,F
C0103943902,F
C0103943987,F
C0103944132,F
C0103944312,F
C0103944720,F
C0103944780,F
C0103945631,F
C0103945664,F
C0103946171,F
C0103946564,F
C0103946594,T
C0103946718,F
C0103946914,F
C0103947358,F
C0103947408,F
C0103947470,F
C0103947746,F
C0103948425,F
C0103949124,F
C0103949332,F
C0103949454,F
C0103949487,F
C0103949731,F
C0103949765,F
C0103949941,F
C0103950011,F
C0103950029,F
C0103950274,F
C0103950276,F
C0103950374,F
C0103950485,F
C0103950685,F
C0103951050,F
C0103951059,F
C0103951384,F
C0103951444,F
C0103951599,F
C0103951823,F
C0103952051,F
C0103952204,F
C0103952378,F
C0103952445,F
C0103953082,F
C0103953124,F
C0103953606,F
C0103953951,F
C0103954649,T
C0103954835,F
C0103955047,T
C0103955174,F
C0103955192,F
C0103955431,F
C0103955689,F
C0103955755,T
C0103955839,F
C0103956322,F
C0103957243,F
C0103957858,F
C0103958164,F
C0103958255,T
C0103958429,F
C0103958565,F
C0103958619,F
C0103959031,F
C0103959426,F
C0103959503,T
C0103959788,F
C0103960176,F
C0103960287,F
C0103960567,F
C0103960923,T
C0103961307,F
C0103961386,F
C0103961589,F
C0103961677,F
C0103961746,F
C0103961791,F
C0103961878,F
C0103961918,F
C0103962110,F
C0103962292,F
C0103962832,F
C0103962963,F
C0103963039,F
C0103963042,F
C0103963170,F
C0103963564,F
C0103963957,F
C0103964021,F
C0103964247,F
C0103964371,F
C0103964391,F
C0103964558,F
C0103964686,F
C0103964920,F
C0103964977,F
C0103965177,F
C0103965296,F
C0103965452,F
C0103965811,T
C0103966059,F
C0103966539,F
C0103966685,F
C0103967108,F
C0103968510,F
C0103968741,F
C0103968886,F
C0103969068,F
C0103969659,F
C0103969740,F
C0103969781,F
C0103970251,F
C0103970517,F
C0103970821,F
C0103971470,F
C0103971660,F
C0103971738,F
C0103971977,F
C0103972053,F
C0103972381,F
C0103972551,F
C0103972629,F
C0103972743,F
C0103972934,F
C0103972950,F
C0103973235,F
C0103973846,F
C0103973908,F
C0103973947,F
C0103974028,F
C0103974105,F
C0103974252,F
C0103974457,F
C0103974750,F
C0103974842,F
C0103974901,F
C0103974943,F
C0103974966,F
C0103975321,F
C0103975356,F
C0103975554,F
C0103975626,F
C0103976074,F
C0103976549,F
C0103977190,F
C0103977302,F
C0103977522,F
C0103977594,F
C0103978101,F
C0103978170,F
C0103978414,F
C0103978510,F
C0103978556,F
C0103978718,F
C0103978825,F
C0103979103,F
C0103979531,F
C0103979693,F
C0103979969,F
C0103980317,F
C0103980351,F
C0103980437,F
C0103980510,F
C0103981150,F
C0103981174,F
C0103981202,F
C0103981264,F
C0103981324,F
C0103981488,F
C0103982092,F
C0103982440,F
C0103982444,F
C0103982954,T
C0103983084,F
C0103983421,T
C0103983540,F
C0103983857,F
C0103984167,F
C0103984542,F
C0103984670,T
C0103984714,F
C0103984971,F
C0103985063,F
C0103985287,F
C0103985445,F
C0103985630,F
C0103985975,T
C0103986132,F
C0103986762,T
C0103987188,F
C0103987534,F
C0103987861,F
C0103988625,F
C0103988847,F
C0103988929,F
C0103988985,F
C0103989008,F
C0103989080,F
C0103989479,F
C0103989575,F
C0103989705,F
C0103989832,T
C0103990305,F
C0103990605,F
C0103990810,F
C0103990963,F
C0103991159,F
C0103991423,T
C0103991499,F
C0103992553,F
C0103993375,F
C0103993738,F
C0103993828,F
C0103994339,F
C0103994547,F
C0103994661,T
C0103994711,F
C0103994841,F
C0103994939,F
C0103995058,F
C0103995121,F
C0103995174,F
C0103995198,F
C0103995522,F
C0103995588,F
C0103995766,F
C0103995787,F
C0103995853,F
C0103996368,T
C0103996647,F
C0103996801,F
C0103996873,F
C0103996989,F
C0103997451,T
C0103997891,F
C0103998395,F
C0103998612,F
C0103999187,F
C0103999329,F
C0103999727,F
C0104001298,F
C0104001587,F
C0104001801,F
C0104001888,F
C0104002221,F
C0104002610,F
C0104003209,F
C0104003345,F
C0104003602,F
C0104004307,F
C0104004525,F
C0104004597,F
C0104004660,F
C0104005100,F
C0104005273,F
C0104005667,F
C0104005719,F
C0104005944,F
C0104006105,F
C0104006162,F
C0104006338,F
C0104006485,F
C0104006581,F
C0104006733,T
C0104006795,F
C0104006901,F
C0104007302,F
C0104007435,F
C0104007745,F
C0104007990,F
C0104008362,F
C0104008473,T
C0104008825,F
C0104008896,T
C0104008931,F
C0104009250,F
C0104009484,F
C0104009515,F
C0104009553,F
C0104009669,F
C0104009689,F
C0104009870,F
C0104010066,F
C0104010196,F
C0104010307,F
C0104010818,F
C0104010978,F
C0104011977,F
C0104012082,F
C0104012149,F
C0104012673,F
C0104012949,F
C0104013185,F
C0104013635,F
C0104013979,T
C0104014064,T
C0104014141,F
C0104014226,F
C0104014335,F
C0104014341,F
C0104014521,F
C0104014540,T
C0104014592,F
C0104014752,T
C0104015488,F
C0104015539,T
C0104016152,F
C0104016859,F
C0104017380,F
C0104017660,F
C0104017784,F
C0104018298,F
C0104018397,F
C0104018404,F
C0104018436,F
C0104018667,F
C0104018730,F
C0104019262,F
C0104019386,F
C0104019456,F
C0104019540,F
C0104019670,F
C0104019991,F
C0104020218,F
C0104020292,F
C0104020745,F
C0104020764,F
C0104021218,F
C0104021422,F
C0104021530,F
C0104021611,F
C0104021708,F
C0104021885,F
C0104021932,F
C0104022154,F
C0104022228,F
C0104022649,F
C0104022910,F
C0104022985,F
C0104023233,F
C0104023747,F
C0104023759,F
C0104023835,F
C0104024051,F
C0104024110,F
C0104024242,F
C0104024355,F
C0104024754,F
C0104024957,F
C0104025047,F
C0104025548,F
C0104025663,F
C0104025931,F
C0104026094,F
C0104026265,F
C0104026406,F
C0104026568,F
C0104026773,F
C0104027318,F
C0104027468,F
C0104027653,F
C0104028222,F
C0104028377,F
C0104028653,F
C0104028934,F
C0104029277,F
C0104029692,F
C0104029793,F
C0104030253,F
C0104030314,F
C0104030321,F
C0104030809,F
C0104030853,F
C0104031132,F
C0104031280,F
C0104031384,F
C0104031739,F
C0104031955,F
C0104032049,F
C0104032089,T
C0104032244,F
C0104032341,T
C0104032734,F
C0104033233,F
C0104033519,F
C0104033577,F
C0104033647,F
C0104033699,F
C0104033744,F
C0104033815,F
C0104033994,F
C0104034001,F
C0104034395,F
C0104034609,F
C0104034746,F
C0104034856,T
C0104035094,F
C0104035284,F
C0104036083,F
C0104036447,F
C0104036588,F
C0104036766,F
C0104036966,T
C0104037040,F
C0104037431,T
C0104037450,T
C0104037524,T
C0104037620,F
C0104037654,F
C0104037823,F
C0104037896,T
C0104038028,F
C0104038106,F
C0104038152,F
C0104038316,F
C0104038362,T
C0104038555,F
C0104039120,F
C0104039179,F
C0104039205,F
C0104039363,F
C0104039457,F
C0104039839,F
C0104039860,F
C0104039939,F
C0104040047,F
C0104040128,F
C0104040294,F
C0104040313,F
C0104040406,F
C0104040528,F
C0104040716,T
C0104040834,F
C0104040931,F
C0104041635,F
C0104041692,F
C0104041927,F
C0104041986,T
C0104042564,F
C0104042830,F
C0104043067,F
C0104043241,F
C0104043443,F
C0104043524,F
C0104043661,F
C0104043759,F
C0104043890,F
C0104043913,F
C0104044083,F
C0104044377,F
C0104044661,F
C0104044852,F
C0104045376,F
C0104045384,F
C0104045393,F
C0104045454,F
C0104045574,F
C0104045879,F
C0104046017,T
C0104046085,F
C0104046425,F
C0104046703,F
C0104046790,F
C0104046998,F
C0104047072,F
C0104047445,F
C0104047686,F
C0104047930,F
C0104048236,F
C0104048258,F
C0104048787,F
C0104049267,F
C0104049530,F
C0104049620,F
C0104049998,F
C0104050088,F
C0104050354,T
C0104050501,F
C0104050525,F
C0104050677,T
C0104050851,F
C0104051093,F
C0104051184,F
C0104051457,F
C0104051502,F
C0104051562,F
C0104051850,F
C0104052244,F
C0104052519,F
C0104052638,F
C0104052899,F
C0104052943,F
C0104052992,T
C0104053555,T
C0104053623,F
C0104053703,F
C0104053750,F
C0104053980,F
C0104054053,F
C0104054097,F
C0104054458,F
C0104054766,F
C0104054981,F
C0104055124,F
C0104056586,F
C0104056692,F
C0104056872,F
C0104057153,F
C0104057297,F
C0104057403,F
C0104057910,F
C0104058187,F
C0104058311,F
C0104058425,F
C0104058757,F
C0104059033,F
C0104059449,F
C0104059637,T
C0104059726,F
C0104059989,F
C0104060209,F
C0104060571,F
C0104061085,F
C0104061285,F
C0104061732,F
C0104062041,F
C0104062482,F
C0104062745,T
C0104063116,F
C0104063276,F
C0104063444,F
C0104064077,F
C0104064083,F
C0104064248,F
C0104064644,F
C0104065121,F
C0104065695,F
C0104066116,F
C0104066196,F
C0104066484,F
C0104066510,F
C0104066716,F
C0104066906,F
C0104067209,F
C0104067436,F
C0104067728,F
C0104067737,F
C0104067869,F
C0104068364,F
C0104068625,T
C0104068693,T
C0104069213,F
C0104069496,F
C0104069669,F
C0104069707,F
C0104070404,F
C0104070578,F
C0104070777,F
C0104070977,F
C0104071113,F
C0104071275,F
C0104071672,F
C0104071728,F
C0104071778,F
C0104071872,F
C0104071960,F
C0104072161,T
C0104072333,F
C0104072395,F
C0104072396,F
C0104072731,F
C0104072892,F
C0104073691,F
C0104073877,F
C0104074132,F
C0104074457,F
C0104074820,F
C0104075291,F
C0104075770,F
C0104076211,T
C0104076226,F
C0104077644,F
C0104077872,F
C0104077988,F
C0104078170,F
C0104078184,F
C0104078411,F
C0104078462,F
C0104078804,F
C0104079131,F
C0104079231,T
C0104079302,F
C0104079423,F
C0104079471,F
C0104079681,F
C0104079909,F
C0104079939,F
C0104080062,F
C0104080223,F
C0104080737,F
C0104081130,F
C0104081398,F
C0104081508,F
C0104081528,F
C0104081779,F
C0104082006,F
C0104082177,F
C0104082187,F
C0104082292,F
C0104082349,F
C0104082738,F
C0104082923,F
C0104083058,F
C0104083489,F
C0104083565,F
C0104083764,F
C0104083824,F
C0104083947,F
C0104084605,F
C0104084663,F
C0104085238,F
C0104085739,F
C0104085877,F
C0104086040,F
C0104086070,F
C0104086334,F
C0104086684,F
C0104086994,F
C0104087082,F
C0104087154,F
C0104087187,F
C0104087912,F
C0104088142,F
C0104088216,F
C0104088326,F
C0104088376,F
C0104088666,F
C0104088784,F
C0104089403,F
C0104089800,F
C0104089952,F
C0104090015,F
C0104090516,F
C0104090537,F
C0104091292,F
C0104091360,F
C0104091729,F
C0104092000,F
C0104092229,T
C0104092498,F
C0104092551,F
C0104092623,T
C0104092703,F
C0104093124,F
C0104093249,F
C0104093407,F
C0104093448,F
C0104093575,F
C0104093772,F
C0104094356,F
C0104094832,T
C0104094975,F
C0104095104,F
C0104095270,F
C0104095850,F
C0104096059,F
C0104096151,F
C0104096211,F
C0104096219,F
C0104096275,F
C0104096634,F
C0104097453,F
C0104097468,F
C0104097590,F
C0104097649,F
C0104097989,F
C0104098008,F
C0104098190,F
C0104098343,F
C0104098406,F
C0104098455,F
C0104098902,F
C0104099100,F
C0104099291,F
C0104099877,T
C0104099933,F
C0104100605,F
C0104100657,F
C0104100669,F
C0104100683,F
C0104100982,F
C0104101175,F
C0104101250,F
C0104101271,F
C0104102087,F
C0104102281,F
C0104102431,F
C0104102523,T
C0104102788,F
C0104102895,F
C0104102938,F
C0104103014,F
C0104103091,T
C0104103305,F
C0104103410,F
C0104103613,F
C0104103955,T
C0104104161,T
C0104105345,F
C0104105466,F
C0104105768,F
C0104106057,F
C0104106169,F
C0104106202,F
C0104106292,F
C0104106395,F
C0104106642,F
C0104106967,F
C0104107204,F
C0104107503,F
C0104107652,F
C0104107703,F
C0104107726,F
C0104107771,F
C0104108161,F
C0104108215,F
C0104108277,F
C0104108572,F
C0104108765,F
C0104108851,F
C0104109165,F
C0104109211,F
C0104109612,F
C0104109730,F
C0104109898,F
C0104110100,T
C0104110115,F
C0104110641,F
C0104110643,F
C0104111073,F
C0104111153,F
C0104111509,F
C0104111544,F
C0104111641,T
C0104111797,F
C0104111959,F
C0104112121,F
C0104112196,F
C0104112291,F
C0104112457,F
C0104112738,F
C0104113092,F
C0104113460,F
C0104113510,F
C0104113538,F
C0104113954,F
C0104113994,F
C0104114067,F
C0104114715,F
C0104114738,F
C0104114788,F
C0104115346,T
C0104115382,F
C0104115941,F
C0104116037,F
C0104116198,F
C0104116566,F
C0104116627,F
C0104116704,F
C0104117124,F
C0104117531,F
C0104117549,F
C0104117994,T
C0104118316,F
C0104118420,F
C0104118708,F
C0104119015,F
C0104119111,F
C0104119229,F
C0104119281,F
C0104119344,F
C0104119560,F
C0104120294,F
C0104120346,F
C0104120826,F
C0104120839,F
C0104121091,F
C0104121366,F
C0104121419,F
C0104121595,F
C0104121698,F
C0104121839,F
C0104121857,F
C0104121948,F
C0104122698,F
C0104123105,F
C0104123446,F
C0104123495,F
C0104123664,F
C0104123939,F
C0104123972,F
C0104124039,T
C0104124250,F
C0104124327,T
C0104124360,F
C0104124422,F
C0104125188,F
C0104125920,F
C0104126041,F
C0104126243,F
C0104126460,F
C0104127153,F
C0104127337,F
C0104127383,F
C0104127805,F
C0104128383,F
C0104128857,F
C0104129175,F
C0104129243,F
C0104129385,F
C0104129572,F
C0104129573,F
C0104129653,F
C0104130621,F
C0104130681,F
C0104130880,F
C0104131499,F
C0104131583,F
C0104131920,F
C0104132161,F
C0104132321,F
C0104132542,F
C0104132919,F
C0104133019,F
C0104133238,F
C0104133356,F
C0104133416,F
C0104133515,F
C0104133593,F
C0104134022,F
C0104134115,F
C0104134200,F
C0104134434,F
C0104134897,F
C0104134924,F
C0104135453,F
C0104135486,F
C0104135490,F
C0104135514,F
C0104135777,F
C0104135864,F
C0104136003,F
C0104136994,F
C0104137311,F
C0104137402,F
C0104137747,F
C0104137987,F
C0104138248,F
C0104138334,F
C0104138788,F
C0104139065,T
C0104139237,T
C0104139537,F
C0104139675,T
C0104139899,F
C0104140570,T
C0104140687,F
C0104141149,T
C0104142029,T
C0104142409,F
C0104143015,F
C0104143060,F
C0104143337,F
C0104143454,T
C0104143628,F
C0104144571,F
C0104144864,F
C0104145241,F
C0104145348,F
C0104145522,F
C0104146084,F
C0104146205,F
C0104146400,F
C0104146483,T
C0104146716,F
C0104146735,F
C0104146846,F
C0104147066,F
C0104147081,F
C0104147401,F
C0104147985,F
C0104148179,F
C0104148285,F
C0104148951,F
C0104149199,F
C0104149532,F
C0104149606,F
C0104150429,F
C0104150676,F
C0104151013,F
C0104151353,F
C0104151540,F
C0104151712,T
C0104152423,F
C0104152572,F
C0104152639,F
C0104152779,F
C0104153249,F
C0104153644,F
C0104153674,F
C0104153830,F
C0104153916,F
C0104154056,F
C0104154345,F
C0104154876,F
C0104155290,F
C0104155406,F
C0104155883,F
C0104155952,F
C0104156115,F
C0104156165,F
C0104156258,F
C0104156771,F
C0104157450,F
C0104157529,F
C0104158023,F
C0104158188,F
C0104158871,F
C0104159401,F
C0104159948,F
C0104160408,F
C0104160423,F
C0104160585,F
C0104160852,F
C0104161228,F
C0104161377,F
C0104161749,F
C0104161964,T
C0104162184,F
C0104162233,F
C0104163199,F
C0104163285,F
